1666447	0.737744 0.00001
3343718	0.207633 0.00001
5027513	0.159579 0.000008
6717541	0.178485 0.000009
8408933	0.087596 0.000009
10099707	0.156474 0.000009
11788228	0.168827 0.000008
13477419	0.201049 0.000008
15171713	0.085805 0.00001
16861474	0.202056 0.000009
18555043	0.109076 0.000009
20379624	0.408005 0.000012
22438496	0.468048 0.000014
24547417	0.552021 0.000013
26683200	0.204193 0.000013
28840048	0.675834 0.000011
30925141	0.195719 0.000011
33026923	0.231328 0.000012
35119680	0.79685 0.000013
37222116	0.109778 0.000012
39284311	0.101504 0.000011
41364833	0.105312 0.000012
43394167	0.106547 0.000013
45451564	0.860141 0.000014
47503948	0.236692 0.000013
49673522	0.234547 0.000014
51791029	0.208696 0.000014
53890546	0.104557 0.000014
55961434	0.966125 0.000013
58004071	0.097099 0.000012
59647865	0.083999 0.000012
61522421	0.084038 0.000013
63137483	0.083063 0.000013
64751358	0.085096 0.00001
66367873	0.08546 0.000012
67996238	0.08642 0.000012
69624732	0.087745 0.000012
71291980	0.08451 0.000013
72969432	0.08854 0.000013
74649514	0.093298 0.000011
76338764	0.862378 0.00001
78027553	0.088099 0.000013
79717059	0.090792 0.000011
81408922	0.087437 0.000012
83096413	0.086285 0.000012
84790560	0.085825 0.000012
86480655	0.096115 0.000011
88173214	0.104724 0.00001
89982393	
91994710	
