1666447	0.927197 0.000012
3343718	0.13281 0.000012
5027513	0.333707 0.000011
6717541	0.131997 0.000014
8408933	0.461999 0.000014
10099707	0.131676 0.000013
11788228	0.132793 0.000013
13477419	0.138985 0.000013
15171713	0.69199 0.000013
16861474	0.154437 0.000014
18555043	0.175823 0.000013
20379624	0.174497 0.000013
22438496	0.897838 0.000012
24547417	0.348016 0.000016
26683200	0.24493 0.000013
28840048	0.245511 0.000014
30925141	0.104653 0.000012
33026923	0.088508 0.000013
35119680	0.086537 0.000013
37222116	0.087718 0.000016
39284311	1.080925 0.000013
41364833	0.091232 0.000013
43394167	0.074996 0.000011
45451564	0.078044 0.000015
47503948	0.075341 0.00001
49673522	0.075795 0.000011
51791029	0.076069 0.000013
53890546	0.073867 0.000014
55961434	0.06509 0.00001
58004071	0.07609 0.000011
59647865	0.072914 0.000011
61522421	0.059053 0.000009
63137483	0.069508 0.000013
64751358	0.059115 0.000012
66367873	0.059028 0.000014
67996238	0.071626 0.000012
69624732	0.892129 0.000012
71291980	0.072075 0.000013
72969432	0.065182 0.000011
74649514	0.063932 0.000012
76338764	0.065197 0.000011
78027553	0.061597 0.000011
79717059	0.06108 0.000013
81408922	0.069961 0.00001
83096413	0.065228 0.000013
84790560	0.063779 0.000008
86480655	0.067938 0.000011
88173214	0.071737 0.000012
89982393	
91994710	
