1666447	0.946682 0.00001
3343718	0.133318 0.000016
5027513	0.32445 0.000009
6717541	0.131202 0.000012
8408933	0.459088 0.000012
10099707	0.132499 0.000011
11788228	0.131514 0.000013
13477419	0.13079 0.000011
15171713	0.594645 0.000011
16861474	0.146751 0.000012
18555043	0.16322 0.000012
20379624	0.166731 0.000013
22438496	0.859939 0.000015
24547417	0.167244 0.000013
26683200	0.161455 0.000011
28840048	0.164025 0.000011
30925141	0.086946 0.000013
33026923	0.0736 0.000013
35119680	0.072508 0.000009
37222116	0.074533 0.000013
39284311	0.956529 0.000013
41364833	0.075016 0.000011
43394167	0.072123 0.000011
45451564	0.076204 0.000009
47503948	0.074299 0.000012
49673522	0.07487 0.00001
51791029	0.074441 0.000014
53890546	0.071731 0.000012
55961434	0.058182 0.000009
58004071	0.06678 0.000011
59647865	0.057897 0.000012
61522421	0.057702 0.000009
63137483	0.056987 0.000011
64751358	0.057456 0.000015
66367873	0.057539 0.000012
67996238	0.060506 0.000014
69624732	0.851524 0.000011
71291980	0.059749 0.000011
72969432	0.059851 0.000012
74649514	0.062882 0.000012
76338764	0.063783 0.00001
78027553	0.061606 0.000014
79717059	0.05936 0.000014
81408922	0.059673 0.000009
83096413	0.060604 0.000013
84790560	0.059852 0.000011
86480655	0.06387 0.000013
88173214	0.070753 0.000011
89982393	0.153504 0.000014
91994710	0.144116 0.00001
94023486	0.142729 0.000011
96151292	0.091086 0.000011
98248227	0.080062 0.00001
100352600	0.081289 0.000011
102455036	0.753635 0.000011
104542247	0.083732 0.000012
106543931	0.087505 0.000013
108554935	0.078597 0.000011
110652026	0.080699 0.000011
112698869	0.075185 0.000013
114756721	0.082105 0.000011
116861534	0.126066 0.000014
118925813	0.262024 0.00002
121027963	0.111514 0.000011
123126871	0.08829 0.000011
125221015	0.062061 0.000011
127390055	0.070484 0.000011
129031857	0.063641 0.000013
130917892	0.064518 0.000012
132517909	0.058696 0.000012
134128512	0.73045 0.000011
135746544	0.058688 0.000011
137375917	0.059329 0.000011
139005367	0.060265 0.00001
140664739	0.066898 0.000013
142342824	0.070334 0.00001
144026385	0.066995 0.000012
145714451	0.061703 0.000011
147405797	0.060711 0.000012
149096703	0.061241 0.000013
150787365	0.065765 0.000013
152473210	0.060707 0.000011
154166775	0.060585 0.00001
155859475	0.063449 0.00001
157549522	0.071957 0.000013
159323930	0.076319 0.000012
161307859	0.072125 0.000013
163427079	0.787318 0.000008
165453374	0.088868 0.00001
167580762	0.078871 0.000011
169675526	0.079319 0.00001
171717421	0.07542 0.000013
173748952	0.079836 0.000011
175859415	0.083155 0.000011
177853707	0.074689 0.000013
179841729	0.085732 0.000012
181932635	0.091324 0.000013
183908726	0.072137 0.000012
186019230	0.082067 0.000013
188035240	0.179429 0.00001
190108594	0.086002 0.000011
192253867	0.086175 0.000012
194448972	0.076004 0.000012
196633573	0.78559 0.000011
198328128	0.070518 0.000011
200204317	0.070812 0.00001
201829583	0.065672 0.000012
203439180	0.058985 0.000012
205055317	0.067582 0.000013
206685563	0.066296 0.000013
208319003	0.063436 0.000013
209977602	0.061255 0.000012
211651719	0.071099 0.000014
213334532	0.074846 0.000014
215024677	0.067133 0.00001
216716271	0.079186 0.000012
218404817	0.069781 0.000022
220093470	0.060903 0.000013
221781632	0.074534 0.000014
223474582	0.062787 0.000011
225169752	0.07338 0.000011
226863884	0.080009 0.000011
228616271	0.785798 0.000014
230635899	0.07835 0.00001
232725334	0.084988 0.000012
234857932	0.073701 0.000011
236919748	0.083637 0.000014
238983607	0.073554 0.00001
241080963	0.074646 0.00001
243147655	0.076584 0.000012
245212276	0.084207 0.000013
247225020	0.075102 0.000013
249310024	0.073634 0.000013
251346861	0.085922 0.00001
253346904	0.072755 0.00001
255458639	0.07552 0.000012
257475802	0.077528 0.000011
259533477	0.087145 0.000011
261656085	0.772813 0.000011
263776954	0.076452 0.000015
265845296	0.072626 0.000009
267504937	0.074095 0.000012
269360836	0.071691 0.000012
270975230	0.069553 0.000012
272583075	0.071723 0.00001
274199485	0.16837 0.000013
275827586	0.164211 0.000013
277456788	0.095105 0.000011
279904073	0.092332 0.000011
282497730	0.098905 0.000011
285094384	0.100203 0.000012
287731932	0.104291 0.00001
290374178	0.099244 0.000011
293056961	0.786749 0.00001
295610062	0.103926 0.000014
298175957	0.098157 0.00001
300796018	0.101396 0.000014
303463953	0.099114 0.000012
306267772	0.11306 0.000013
308970542	0.106426 0.000009
311616554	0.094306 0.00001
314284891	0.106946 0.000012
316908042	0.105878 0.000012
319556927	0.101312 0.000012
322244334	0.09623 0.000012
324874231	0.775392 0.000012
327510851	0.11463 0.000012
329880648	0.103711 0.000011
332702881	0.092876 0.000011
335409536	0.098505 0.000011
338025859	0.094114 0.000012
340545216	0.09355 0.000013
343052641	0.088531 0.000012
345664597	0.092714 0.000012
348154316	0.087979 0.000012
350771599	0.094816 0.000013
353243422	0.090289 0.00001
355853199	0.805613 0.000013
358253153	0.101606 0.00001
360791845	0.106196 0.000012
363204972	0.086909 0.000011
365806984	0.089756 0.000012
368249079	0.10604 0.000011
370459200	0.081031 0.000014
373170307	0.089556 0.000011
375432145	0.090032 0.000011
377940309	0.077976 0.000013
380461248	
382502125	
