1666447	1.002244 0.000008
3343718	0.149727 0.000011
5027513	0.356512 0.000012
6717541	0.166581 0.000012
8408933	0.550274 0.000012
10099707	0.155786 0.000012
11788228	0.151987 0.000012
13477419	0.138749 0.000012
15171713	0.58527 0.000009
16861474	0.076193 0.00001
18555043	0.092173 0.00001
20379624	0.095394 0.000011
22438496	0.089787 0.00001
24547417	0.087664 0.000012
26683200	0.084012 0.000012
28840048	0.538831 0.000012
30925141	0.082683 0.000009
33026923	0.084819 0.000011
35119680	0.083436 0.000011
37222116	0.08036 0.000013
39284311	0.080056 0.00001
41364833	0.081656 0.000009
43394167	0.474484 0.00001
45451564	0.087909 0.000011
47503948	0.082579 0.000011
49673522	0.081144 0.00001
51791029	0.081838 0.000011
53890546	0.083369 0.000011
55961434	0.064645 0.00001
58004071	0.0743 0.000009
59647865	0.432927 0.000011
61522421	0.066413 0.000008
63137483	0.063593 0.00001
64751358	0.063842 0.000009
66367873	0.063022 0.00001
67996238	0.064343 0.00001
69624732	0.069206 0.00001
71291980	0.067949 0.000009
72969432	0.480796 0.000009
74649514	0.067884 0.000011
76338764	0.067352 0.00001
78027553	0.067109 0.00001
79717059	0.066141 0.000011
81408922	0.067389 0.000011
83096413	0.06539 0.000011
84790560	0.068821 0.000009
86480655	0.070225 0.000011
88173214	0.080951 0.000011
89982393	
91994710	
