1666447	1.661199 0.000009
3343718	0.139993 0.000011
5027513	0.399332 0.00001
6717541	0.141582 0.000011
8408933	0.373891 0.000011
10099707	0.141085 0.00001
11788228	0.145012 0.00001
13477419	0.30525 0.00001
15171713	0.370292 0.00001
16861474	0.151786 0.00001
18555043	0.430338 0.000009
20379624	0.174292 0.00001
22438496	0.425178 0.00001
24547417	0.184003 0.00001
26683200	0.417997 0.000012
28840048	0.174012 0.000011
30925141	0.415954 0.000011
33026923	0.174792 0.000011
35119680	0.385842 0.00001
37222116	0.173303 0.000011
39284311	0.378018 0.00001
41364833	0.170671 0.000009
43394167	0.345163 0.00001
45451564	0.403177 0.000011
47503948	0.183562 0.000011
49673522	0.369053 0.00001
51791029	0.170466 0.00001
53890546	0.330465 0.00001
55961434	0.324287 0.000011
58004071	0.15671 0.000011
59647865	0.302923 0.00001
61522421	0.143172 0.000011
63137483	0.284906 0.00001
64751358	0.335434 0.00001
66367873	0.13603 0.00001
67996238	0.359369 0.00001
69624732	0.137015 0.000011
71291980	0.376648 0.000011
72969432	0.140436 0.000011
74649514	0.139883 0.00001
76338764	0.308843 0.000011
78027553	0.369966 0.000011
79717059	0.140664 0.000011
81408922	0.140939 0.000011
83096413	0.315681 0.00001
84790560	0.140189 0.000034
86480655	0.30367 0.00001
88173214	0.357497 0.000009
89982393	
91994710	
